imagename,annotatedname
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C056.jpg,Annotated_Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C056.png
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C058.jpg,Annotated_Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C058.png
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C059.jpg,Annotated_Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C059.png
Control 0Pa TestName_20201207_141716.316_C001.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C001.png
Control 0Pa TestName_20201207_141716.316_C002.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C002.png
Control 0Pa TestName_20201207_141716.316_C003.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C003.png
Control 0Pa TestName_20201207_141716.316_C004.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C004.png
Control 0Pa TestName_20201207_141716.316_C006.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C006.png
Control 0Pa TestName_20201207_141716.316_C007.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C007.png
Control 0Pa TestName_20201207_141716.316_C008.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C008.png
Control 0Pa TestName_20201207_141716.316_C009.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C009.png
Control 0Pa TestName_20201207_141716.316_C010.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C010.png
Control 0Pa TestName_20201207_141716.316_C011.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C011.png
Control 0Pa TestName_20201207_141716.316_C012.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C012.png
Control 0Pa TestName_20201207_141716.316_C013.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C013.png
Control 0Pa TestName_20201207_141716.316_C014.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C014.png
Control 0Pa TestName_20201207_141716.316_C015.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C015.png
Control 0Pa TestName_20201207_141716.316_C016.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C016.png
Control 0Pa TestName_20201207_141716.316_C018.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C018.png
Control 0Pa TestName_20201207_141716.316_C019.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C019.png
Control 0Pa TestName_20201207_141716.316_C020.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C020.png
Control 0Pa TestName_20201207_141716.316_C024.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C024.png
Control 0Pa TestName_20201207_141716.316_C025.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C025.png
Control 0Pa TestName_20201207_141716.316_C026.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C026.png
Control 0Pa TestName_20201207_141716.316_C027.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C027.png
Control 0Pa TestName_20201207_141716.316_C028.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C028.png
Control 0Pa TestName_20201207_141716.316_C029.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C029.png
Control 0Pa TestName_20201207_141716.316_C030.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C030.png
Control 0Pa TestName_20201207_141716.316_C031.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C031.png
Control 0Pa TestName_20201207_141716.316_C032.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C032.png
Control 0Pa TestName_20201207_141716.316_C033.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C033.png
Control 0Pa TestName_20201207_141716.316_C034.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C034.png
Control 0Pa TestName_20201207_141716.316_C035.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C035.png
Control 0Pa TestName_20201207_141716.316_C036.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C036.png
Control 0Pa TestName_20201207_141716.316_C037.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C037.png
Control 0Pa TestName_20201207_141716.316_C038.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C038.png
Control 0Pa TestName_20201207_141716.316_C039.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C039.png
Control 0Pa TestName_20201207_141716.316_C040.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C040.png
Control 0Pa TestName_20201207_141716.316_C041.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C041.png
Control 0Pa TestName_20201207_141716.316_C042.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C042.png
Control 0Pa TestName_20201207_141716.316_C043.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C043.png
Control 0Pa TestName_20201207_141716.316_C044.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C044.png
Control 0Pa TestName_20201207_141716.316_C045.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C045.png
Control 0Pa TestName_20201207_141716.316_C046.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C046.png
Control 0Pa TestName_20201207_141716.316_C047.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C047.png
Control 0Pa TestName_20201207_141716.316_C048.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C048.png
Control 0Pa TestName_20201207_141716.316_C049.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C049.png
Control 0Pa TestName_20201207_141716.316_C051.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C051.png
Control 0Pa TestName_20201207_141716.316_C052.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C052.png
Control 0Pa TestName_20201207_141716.316_C053.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C053.png
Control 0Pa TestName_20201207_141716.316_C054.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C054.png
Control 0Pa TestName_20201207_141716.316_C055.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C055.png
Control 0Pa TestName_20201207_141716.316_C056.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C056.png
Control 0Pa TestName_20201207_141716.316_C057.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C057.png
Control 0Pa TestName_20201207_141716.316_C058.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C058.png
Control 0Pa TestName_20201207_141716.316_C059.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C059.png
Control 0Pa TestName_20201207_141716.316_C060.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_C060.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C001.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C001.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C002.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C002.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C003.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C003.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C004.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C004.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C005.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C005.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C007.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C007.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C008.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C008.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C009.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C009.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C011.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C011.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C013.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C013.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C014.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C014.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C015.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C015.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C016.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C016.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C017.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C017.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C018.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C018.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C019.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C019.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C020.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C020.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C022.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C022.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C023.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C023.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C024.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C024.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C025.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C025.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C026.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C026.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C027.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C027.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C028.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C028.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C029.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C029.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C030.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C030.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C032.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C032.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C033.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C033.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C035.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C035.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C037.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C037.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C038.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C038.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C039.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C039.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C040.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C040.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C042.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C042.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C044.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C044.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C045.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C045.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C046.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C046.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C048.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C048.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C050.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C050.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C051.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C051.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C052.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C052.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C053.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C053.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C054.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C054.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C055.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C055.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C057.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C057.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C058.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C058.png
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C059.jpg,Annotated_Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C059.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C002.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C002.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C004.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C004.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C005.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C005.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C006.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C006.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C008.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C008.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C009.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C009.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C010.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C010.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C012.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C012.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C013.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C013.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C015.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C015.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C016.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C016.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C017.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C017.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C018.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C018.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C019.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C019.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C021.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C021.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C022.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C022.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C024.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C024.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C025.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C025.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C026.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C026.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C027.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C027.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C028.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C028.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C029.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C029.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C030.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C030.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C031.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C031.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C033.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C033.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C034.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C034.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C035.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C035.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C036.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C036.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C037.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C037.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C039.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C039.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C040.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C040.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C041.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C041.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C042.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C042.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C043.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C043.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C044.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C044.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C045.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C045.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C046.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C046.png
Flat cure-oven 0Pa TestName_20201223_135915.494_C048.jpg,Annotated_Flat cure-oven 0Pa TestName_20201223_135915.494_C048.png
